0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.23000097,-0.119996645,-1.110004,-0.4599936,-0.5699963,0.48000357,0.61999416,-0.39999253,-0.62999856,0.58000517,0.29000396,0.7599902,0.56000054,0.36000264,-0.059997186,0.68000793,0.6399876,-0.43999436,-1.6600014,-0.48000008
0.030004099,0.46000403,-0.6300038,-0.05999579,-1.3200003,0.47999755,0.49999568,-0.31999496,0.12000149,0.19000414,-0.97000176,-0.099993676,-1.3199985,0.59000206,-0.73000246,0.080005206,0.3799936,0.65999204,-0.6800035,-0.68000036
0.09000138,0.0100027025,-1.8699976,0.010003261,-0.73999643,1.1300107,0.89999014,0.24999803,0.17000768,0.630004,-0.3699961,0.8199896,0.5300035,-0.019996617,-0.22999874,0.24000674,-0.03999349,0.37000585,-1.5999992,-0.10999984
-0.70000005,-0.6,-0.5,-0.6,-0.4,-0.5,-0.70000005,-0.59,-0.4,-0.4,-0.4,-0.6,-0.3,-0.4,-0.7400001,-0.5,-0.70000005,-0.6,-0.3,-0.3
-0.48,-0.42000002,-0.019999996,-0.45999998,-0.44,-0.37999994,-0.51,-0.58000004,-0.6000001,-0.6000001,-0.32,-0.31999996,-0.38,-0.32,0.20000002,-0.15999998,-0.19999996,-0.29999995,-0.3,-0.24000001
-0.35000002,-0.38,-0.050000004,-0.28,-0.18,-0.7500001,-0.65000004,-0.36999997,-0.5700002,-0.35,-0.34,-0.45,-0.44,-0.37,-0.32999998,-0.45,-0.45,-0.6500002,-0.1,-0.31
-0.5200009,-0.29999802,-0.76000464,-0.35999817,-1.0299983,1.4200207,1.0599923,0.40000653,0.010006882,-0.099996276,-0.51999855,0.5700051,-1.6299988,-1.2099988,-0.21999675,-0.019994475,0.7999927,0.21000722,-1.4500018,-0.89999986
-0.3,-0.5,-0.3,-0.4,-0.5,-0.5,-0.6,-0.42,-0.3,-0.4,-0.2,-0.4,-0.3,-0.4,-0.28,-0.5,-0.5,-0.6,-0.3,-0.5
-0.6,-0.6,-0.4,-0.4,-0.4,-0.9000001,-0.9000001,-0.62,-0.70000005,-0.6,-0.5,-0.9000001,-0.3,-0.5,-0.42000002,-0.6,-0.8000001,-0.8000001,-0.1,-0.4
-0.35,-0.5500001,-0.25,-0.4,-0.47,-0.19999997,-0.24,-0.6,-0.46999997,-0.44,-0.67,-0.35000002,-0.27,-0.27,-0.22,-0.68000007,-0.54999995,-0.45000002,-0.3,-0.4
-0.4,-0.4,-0.27999994,-0.5,-0.6,-0.3299999,-0.56000006,-0.06999997,-0.6,-0.5,-0.70000005,-0.70000005,-0.5,-0.42,-0.19999993,-0.6,-0.75000006,-0.75000006,-0.2,-0.32
-0.4,-0.4,-0.3,-0.6,-0.4,-0.6,-0.6,-0.56,-0.5,-0.4,-0.6,-0.5,-0.5,-0.6,-0.26000002,-0.70000005,-0.5,-0.70000005,-0.2,-0.4
-0.70000005,-0.70000005,-0.17999995,-0.6,-0.4,-0.47999993,-0.6600001,-0.13999999,-0.8000001,-0.70000005,-0.5,-0.70000005,-0.6,-0.22,-0.29999995,-0.70000005,-0.9000001,-0.70000005,-0.5,-0.22
-0.6400001,-0.52,-0.29999992,-0.6,-0.4,5.2154064e-08,-0.15999992,-0.43999997,-0.8000001,-0.70000005,-0.6,-0.52,-0.6,-0.5,-0.49999988,-0.72,-0.19999996,-0.74000007,0.30000004,-0.3
-0.3,-0.5,-0.3,-0.8000001,-0.4,-0.5,-0.5,-0.87000006,-0.6,-0.6,-0.6,-0.45999998,-0.6,-0.5,-0.4,-0.6,-0.54,-0.45999998,-0.6,-0.6
-0.59000003,-0.8600001,-0.5100001,-1.1300001,-0.7300001,0.40000004,0.2600001,-0.96000016,-0.56,-1.1300001,-0.7900001,-0.53000015,-0.45,-0.9000001,0.69999987,-0.40999997,-0.32999992,-0.14999998,-7.450581e-09,-0.53000003
-0.44000003,-0.49999997,-0.20000002,-0.44000003,-0.42000002,-0.7,-0.50000006,-0.32000002,-0.3,-0.44000003,-0.42000002,-0.40000004,-0.48,-0.32000002,-0.09999998,-0.59999996,-0.3,-0.40000004,-0.4,-0.16
-0.32000002,-0.39000002,-0.4,-0.39,-0.6600001,-0.30000013,-0.52000016,-0.39000002,-0.48000005,-0.6900001,-0.48999998,-0.25000006,-0.46,-0.6600001,-0.31000012,-0.45000002,-0.15,-0.45000008,-0.4,-0.43
-0.6,-0.6,-0.22000003,-0.3,-0.4,-0.5200001,-0.28999996,-0.089999996,-0.5,-0.5,-0.70000005,-0.8000001,-0.6,-0.32999998,-0.10000001,-0.5,-0.8000001,-0.6,-0.3,-0.32999998
-0.39999998,-0.39,-0.4,-0.57,-0.11999997,-0.45000002,-0.55000013,-0.24999997,-0.45000008,-0.16999993,-0.4,-0.14999995,-0.29999998,-0.42,-0.17999995,-0.34999996,-0.34999996,-0.45000002,-0.2,-0.29
-0.69,-0.4499999,-0.34999993,-0.8400001,-0.57,0.25000012,0.020000115,-0.5499999,-0.7400001,-0.92000014,-0.53,-0.7,-0.19,-0.67,0.2400001,-1.0200002,-0.14999993,-0.039999884,-0.6,-0.45999998
-0.2,-0.6,-0.1,-0.6,-0.6,-0.55,-0.7500001,-0.56,-0.6,-0.4,-0.4,-0.38,-0.3,-0.4,-0.6,-0.6,-0.67,-0.7800002,-0.3,-0.4
-0.4,-0.6,-0.27999994,-0.6,-0.3,-0.37999994,-0.45999995,0.05000002,-0.8000001,-0.6,-0.4,-0.5,-0.4,-0.32,-0.19999993,-0.70000005,-0.70000005,-0.6,-0.4,-0.22
-0.5,-0.2,-0.4,-0.6,-0.5,-0.5,-0.6,-0.44,-0.5,-0.6,-0.5,-0.4,-0.4,-0.5,-0.68000007,-0.5,-0.5,-0.6,-0.3,-0.6
-0.3,-0.3,-0.4,-0.6,-0.5,-0.70000005,-0.6,-0.42,-0.5,-0.5,-0.4,-0.5,-0.5,-0.6,-0.33999997,-0.70000005,-0.70000005,-0.70000005,-0.1,-0.4
-0.4,-0.6,-0.3,-0.6,-0.5,-0.5500001,-0.5500001,-0.56,-0.6,-0.4,-0.6,-0.56000006,-0.6,-0.4,-0.5,-0.5,-0.69000006,-0.56000006,-0.3,-0.4
-0.6,-0.5,-0.70000005,-0.5,-0.5,-0.39999992,-0.4999999,-0.66,-0.6,-0.5,-0.5,-0.37999994,-0.5,-0.6,-0.70000005,-0.6,-0.52,-0.47999993,-0.4,-0.6
-0.25000003,-0.18999998,-0.19999999,-0.48,-0.32999998,-0.7000001,-0.6000001,-0.42999995,-0.43999997,-0.56,-0.6,-0.4000001,-0.42999998,-0.38,-0.10000002,-0.36999997,-0.6000001,-0.57000005,0.099999994,-0.42999998
-0.5,-0.70000005,-0.5,-0.6,-0.5,-0.5,-0.6,-0.52,-0.5,-0.4,-0.6,-0.5,-0.5,-0.5,-0.58000004,-0.5,-0.6,-0.6,-0.2,-0.6
-0.4,-0.4,-0.3,-0.5,-0.5,-0.7,-0.59999996,-0.52,-0.5,-0.5,-0.6,-0.64,-0.5,-0.5,-0.4,-0.5,-0.66,-0.44000003,-0.4,-0.1
-0.4,-0.6,-0.5,-0.5,-0.6,-0.6,-1.0000001,-0.42,-0.5,-0.5,-0.5,-0.6,-0.5,-0.4,-0.39999998,-0.5,-0.8000001,-0.5,-0.2,-0.3
-0.6,-0.5,-0.6,-0.4,-0.4,-0.29999992,-0.25999993,-0.59,-0.70000005,-0.6,-0.5,-0.17999995,-0.5,-0.6,-0.6,-0.5,-0.62,-0.33999994,-0.4,-0.6
-0.4,-0.62,-0.6,-0.23999998,-0.32,-0.37999985,-0.37999985,-0.64,-0.6800001,-0.62,-0.52,-0.4999999,-0.52,-0.42,-0.23999995,-0.19999993,-0.5999999,-0.39999992,-0.4,-0.4
-0.4,-0.5,-0.5,-0.4,-0.4,-0.6,-0.6,-0.32,-0.6,-0.4,-0.6,-0.6,-0.6,-0.3,-0.36,-0.4,-0.6,-0.5,-0.2,-0.5
-0.3,-0.5,-0.4,-0.70000005,-0.5,-0.6,-0.6,-0.55,-0.5,-0.5,-0.5,-0.3,-0.4,-0.5,-0.5,-0.5,-0.6,-0.70000005,-0.3,-0.5
-0.3,-0.5,-0.4,-0.8000001,-0.3,-0.6,-0.7,-0.58,-0.8000001,-0.6,-0.4,-0.44,-0.3,-0.6,-0.5,-0.8000001,-0.8600001,-0.64,-0.2,-0.3
-0.5500001,-0.6300001,-0.45000002,-0.37,-0.41000003,-0.7500001,-0.7500002,-0.3,-0.25,-0.31000003,-0.47000003,-0.5500001,-0.26,-0.17000002,-0.65000004,-0.5500001,-0.6500001,-0.5500001,-0.46000004,-0.40000004
-0.5,-0.6,-0.4,-0.70000005,-0.4,-0.8000001,-1.0000001,-0.32,-0.5,-0.6,-0.70000005,-0.70000005,-0.3,-0.2,-0.38,-0.6,-0.70000005,-0.5,-0.3,-0.2
-0.4,-0.5,-0.2,-0.6,-0.6,-0.6,-0.6,-0.24000001,-0.4,-0.5,-0.3,-0.5,-0.4,-0.5,-0.2,-0.6,-0.5,-0.5,-0.2,-0.4
-0.29999998,-0.19999993,-0.23999998,-0.35999995,-0.22,-0.59999996,-0.59999996,-0.11999995,-0.74,-0.45999995,-0.53999996,-0.59999996,-0.52,-0.33999997,-0.09999995,-0.39999992,-0.59999996,-0.4999999,-0.3,-0.32
-0.37999997,-0.61,-0.43999994,-0.51,-0.48,-0.24999994,-0.4500001,-0.52,-0.32,-0.44,-0.41,-0.37,-0.41,-0.47,-0.29999995,-0.23999998,-0.14999992,-0.28999996,-0.09999998,-0.54
-0.4,-0.5,-0.4,-0.6,-0.5,-0.27999994,-0.35999995,-0.32,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,0.20000002,-0.6,-0.6,-0.6,-0.3,-0.5
-0.5,-0.6,-0.5,-0.5,-0.4,-0.70000005,-0.70000005,-0.72,-0.6,-0.6,-0.70000005,-0.70000005,-0.5,-0.6,-0.56000006,-0.6,-0.6,-0.6,-0.3,-0.6
-0.4,-0.4,-0.3,-0.4,-0.4,-0.6,-0.70000005,-0.62,-0.5,-0.4,-0.3,-0.4,-0.3,-0.5,-0.5400001,-0.5,-0.5,-0.8000001,-0.3,-0.5
-0.5,-0.6,-0.07999992,-0.3,-0.4,-0.23999992,-0.5200001,-0.04999999,-0.6,-0.5,-0.6,-0.70000005,-0.5,-0.42,0.14000005,-0.6,-0.64000005,-0.6,-0.4,-0.22
-0.43999997,-0.42,-0.19999993,-0.5,-0.5,-0.55,-0.55,-0.67,-0.6,-0.6,-0.5,-0.49999997,-0.5,-0.5,-0.39999992,-0.52,-0.36999992,-0.41999996,2.9802322e-08,-0.4
-0.4,-0.5,-0.3,-0.5,-0.4,-0.5,-0.70000005,-0.39,-0.3,-0.3,-0.5,-0.3,-0.4,-0.6,-0.58000004,-0.5,-0.70000005,-0.8000001,-0.4,-0.70000005
-0.5,-0.4,-0.6,-0.5,-0.5,-0.9000001,-0.70000005,-0.42,-0.5,-0.5,-0.5,-0.6,-0.5,-0.5,-0.58000004,-0.6,-0.70000005,-0.70000005,-0.1,-0.4
-0.5100001,-0.6399999,2.5331974e-07,-1.2800001,-0.83000016,0.4199995,0.20000045,-0.46999967,-0.9500003,-1.08,-1.3600001,-0.7799999,-0.59999996,-1.1600001,0.05000051,-0.71000004,-0.15999955,-0.16999967,-0.05999992,-0.45999995
-0.6,-0.5,-0.3,-0.4,-0.4,-0.8000001,-0.8000001,-0.62,-0.6,-0.4,-0.70000005,-0.70000005,-0.5,-0.4,-0.38,-0.5,-0.6,-0.70000005,-0.4,-0.5
-0.4,-0.4,-0.5,-0.5,-0.5,-0.39999992,-0.39999992,-0.59,-0.70000005,-0.6,-0.4,-0.27999994,-0.4,-0.5,-0.3,-0.8000001,-0.7200001,-0.47999993,-0.5,-0.4
-0.3,-0.5,-0.6,-0.70000005,-0.5,-0.6,-0.6,-0.52,-0.6,-0.6,-0.6,-0.5,-0.5,-0.4,-0.32000002,-0.70000005,-0.5,-0.5,-0.2,-0.5
-0.19999999,-0.64000005,-0.099999994,-0.5,-0.3,-0.6,-0.39999998,-0.7900001,-0.78000003,-0.5,-0.54,-0.8400001,-0.44,-0.44,-0.38,-0.6,-0.6,-0.6,-0.18,-0.6
-0.13999993,-0.65999997,-0.049999975,-0.8700001,-0.6400001,-0.39999992,-0.5,-0.48000005,-0.5,-0.6000001,-0.42999998,-0.42000005,-0.36999997,-0.65000004,-0.34999993,-0.38999996,-0.19999993,-0.59000015,-0.08999999,-0.62000006
-0.70000005,-0.4,-0.4,-0.6,-0.4,-0.44999993,-0.44999993,-0.59,-0.6,-0.4,-0.6,-0.49999994,-0.3,-0.6,-0.4,-0.70000005,-0.55,-0.6,-0.2,-0.3
-0.5,-0.6,-0.4,-0.6,-0.5,-0.6,-0.5,-0.52,-0.6,-0.6,-0.5,-0.6,-0.5,-0.70000005,-0.36,-0.6,-0.70000005,-0.8000001,-0.3,-0.6
-0.70000005,-0.70000005,-0.6,-0.5,-0.3,-0.7000001,-0.6,-0.42,-0.5,-0.4,-0.5,-0.52,-0.5,-0.4,-0.70000005,-0.8000001,-0.98000014,-0.52,-0.3,-0.3
-0.27999994,-0.29999992,-0.19999993,-0.47999993,-0.53999996,-0.29999992,-0.60000014,-0.4199999,-0.50000006,-0.37999994,-0.74,-0.29999992,-0.45999995,-0.53999996,-0.19999993,-0.60000014,-0.39999992,-0.60000014,-0.5,-0.42
-0.35,-0.43000007,-0.49000007,-0.75000006,-0.37,-0.2699999,-0.36999983,-0.7100001,-0.48999998,-0.7500002,-0.5400001,-0.24999991,0.050000004,-0.8700001,-0.11999999,-0.65000015,-0.24999982,-0.24999985,-0.25000003,-0.26000002
-0.92000014,-0.59000003,-0.27000004,-0.7800001,-0.48000002,0.35,0.020000003,-0.5,-0.39999998,-0.7200001,-0.5,-0.17000008,-0.51,-0.39999998,0.25000006,-0.36999997,-0.2299999,-0.3700001,-0.1,-0.4
-0.5,-0.6,-0.2,-0.6,-0.5,-0.8000001,-0.70000005,-0.62,-0.4,-0.6,-0.5,-0.6,-0.5,-0.70000005,-0.36,-0.5,-0.6,-0.6,-0.2,-0.3
-0.4,-0.5,-0.3,-0.4,-0.4,-0.5,-0.39999998,-0.65000004,-0.6,-0.4,-0.4,-0.26,-0.4,-0.4,-0.4,-0.5,-0.54,-0.45999998,-0.4,-0.3
-0.42999992,-0.35999995,-0.21999995,-0.62,-0.6,0.15000015,-0.24999994,-0.61999995,-0.9300001,-0.72,-0.55,-0.75000006,-0.4,-0.42,0.10000002,-0.88000005,-0.19999999,-0.56999993,-0.4,-0.42
-0.4,-0.5,-0.17999995,-0.3,-0.3,-0.58,-0.56,-0.24999994,-0.8000001,-0.70000005,-0.5,-0.8000001,-0.4,-0.22,-0.09999997,-0.6,-0.9000001,-0.70000005,-0.4,-0.22
-0.4,-0.3,-0.3,-0.5,-0.3,-0.8000001,-0.6,-0.53,-0.5,-0.6,-0.3,-0.4,-0.4,-0.5,-0.38,-0.5,-0.5,-0.6,-0.2,-0.3
-0.5,-0.4,-0.4,-0.6,-0.5,-0.6,-0.6,-0.48999998,-0.4,-0.6,-0.4,-0.5,-0.3,-0.3,-0.28,-0.70000005,-0.70000005,-0.6,-0.3,-0.5
-0.6,-0.70000005,-0.5,-0.5,-0.4,-0.6,-0.70000005,-0.63,-0.6,-0.5,-0.70000005,-0.70000005,-0.4,-0.5,-0.39999998,-0.6,-0.70000005,-0.6,-0.3,-0.3
-0.5,-0.5,-0.1,-0.4,-0.6,-0.70000005,-0.8000001,-0.52,-0.3,-0.5,-0.4,-0.5,-0.5,-0.5,-0.52,-0.4,-0.4,-0.6,-0.3,-0.3
-0.4,-0.5,-0.17999995,-0.5,-0.3,-0.58000016,-0.35999995,-0.2599999,-0.5,-0.4,-0.5,-0.6,-0.5,-0.22,-0.09999997,-0.5,-0.70000005,-0.5,-0.4,-0.32
-0.4,-0.6,-0.4,-0.6,-0.5,-0.70000005,-0.6,-0.65000004,-0.8000001,-0.70000005,-0.6,-0.70000005,-0.5,-0.4,-0.22000001,-0.5,-0.6,-0.70000005,-0.3,-0.4
-0.70000005,-0.8000001,-0.6,-0.70000005,-0.6,-0.13999994,-0.15999995,-0.8600001,-0.82000005,-0.8000001,-0.6,-0.29999992,-0.5,-0.5,-0.32999998,-1.0000001,-0.4999999,-0.80000025,-0.3,-0.4
-0.70000005,-0.5,-0.4,-0.5,-0.5,-0.6,-0.6,-0.53,-0.4,-0.6,-0.4,-0.5,-0.4,-0.4,-0.23999998,-0.5,-0.70000005,-0.5,-0.3,-0.4
-0.6,-0.5,-0.5,-0.6,-0.5,-0.44000006,-0.45999995,-0.55,-0.68,-0.6,-0.6,-0.6,-0.5,-0.5,-0.09000001,-0.5,-0.80000013,-0.49999997,-0.4,-0.4
-1.010003,-0.20999874,-1.4600012,-0.59000087,-0.5299994,0.4500001,0.120002314,-0.089998834,0.68000185,0.44000226,-0.3399982,0.9899989,-0.33999917,0.18000144,-1.980002,0.020002019,-0.56000197,0.63999736,-1.5300007,-0.7
-0.27999982,-0.5199999,1.4901161e-07,-0.5999999,-0.27999994,-0.3999998,-0.35999984,-0.47999987,-0.23999989,-0.43999988,-0.23999989,-0.39999986,-0.43999997,-0.76000005,-0.09999988,-0.37999982,-0.19999994,-0.53999984,0.64000005,-0.19999993
-0.4,-0.5,-0.3,-0.5,-0.5,-0.6,-0.70000005,-0.32999998,-0.6,-0.5,-0.5,-0.5,-0.4,-0.2,-0.26000002,-0.5,-0.70000005,-0.6,-0.3,-0.4
-0.4,-0.5,-0.049999997,-0.6,-0.5,-0.5200001,-0.42000008,-0.53,-0.5,-0.5,-0.6,-0.6,-0.4,-0.4,-0.029999994,-0.70000005,-0.63000005,-0.70000005,-0.2,-0.5
-0.4,-0.5,-0.4,-0.4,-0.4,-0.6,-0.5,-0.55,-0.5,-0.5,-0.5,-0.70000005,-0.6,-0.4,-0.42000002,-0.4,-0.5,-0.4,-0.2,-0.4
-0.4,-0.5,-0.5,-0.3,-0.3,-0.8000001,-0.70000005,-0.59,-0.5,-0.3,-0.5,-0.6,-0.4,-0.4,-0.36,-0.5,-0.70000005,-0.5,-0.2,-0.3
-0.5700001,-0.26999995,-0.25,-0.84000015,-0.55,-0.44999987,-0.29999998,-0.04999999,-0.09999996,-0.8700001,-0.18999997,-0.04999999,-0.43999997,-0.24999997,-0.42999995,-0.4999999,-0.34999993,-0.34999996,-0.22999999,-0.22
-0.5299999,-0.5000002,-0.27999985,-0.8800003,-0.6100001,-0.10999959,-0.12999979,-0.76999986,-0.6000002,-0.5,-0.34999982,-0.6800005,-0.4299999,-0.59,0.38000017,-0.3399997,-0.16999981,-0.11999979,-0.09999994,-0.43999994
-0.2999999,-0.26999995,-0.3499999,-0.32,-0.14000002,-0.47999993,-0.17999995,-0.29999995,-0.39999995,-0.54999995,-0.36999997,-0.24999991,-0.43999997,-0.59,-0.14999993,-0.34999993,-0.24999988,-0.2999999,-0.19999999,-0.25
-0.37999994,-0.66,-0.29999992,-0.64,-0.33999997,-0.069999956,-0.2899999,-0.47999993,-0.53,-0.55999994,-0.33999997,-0.34999993,-0.33999997,-0.6,-0.19999993,-0.4999999,-0.34999996,-0.44999993,-0.42,-0.33999997
-0.3,-0.6,-0.3,-0.70000005,-0.4,-0.6,-0.70000005,-0.62,-0.4,-0.6,-0.5,-0.5,-0.4,-0.6,-0.68000007,-0.5,-0.4,-0.5,-0.5,-0.5
-0.3,-0.5,-0.5,-0.3,-0.3,-0.70000005,-0.70000005,-0.34,-0.3,-0.1,-0.5,-0.4,-0.4,-0.5,-0.43999997,-0.2,-0.5,-0.70000005,-0.3,-0.4
-0.09999988,-0.33999988,0.4200001,-0.65999997,-0.47999993,0.020000204,-0.23999974,-0.1199998,-0.6000001,-0.72,-0.33999988,-0.6,-0.25999996,-0.21999992,0.30000013,-0.49999985,-0.4199998,-0.72000027,-0.70000005,-0.45999995
-0.4,-0.5,-0.4,-0.6,-0.3,-0.6,-0.5,-0.42,-0.3,-0.5,-0.5,-0.4,-0.4,-0.6,-0.13999999,-0.6,-0.6,-0.5,-0.3,-0.6
-0.4,-0.6,-0.4,-0.5,-0.6,-0.55000013,-0.35000002,-0.65000004,-0.6,-0.6,-0.70000005,-0.42000008,-0.5,-0.6,-0.4,-0.70000005,-0.43,-0.42000008,-0.6,-0.4
-0.4,-0.4,-0.4,-0.4,-0.5,-0.70000005,-0.70000005,-0.54,-0.6,-0.5,-0.6,-0.70000005,-0.6,-0.2,-0.7600001,-0.5,-0.5,-0.5,-0.2,-0.3
-0.15999994,-0.34999996,-0.4,-0.4400001,-0.34000003,-0.12000009,-0.12000009,-0.44000003,-0.32000002,-0.26000005,-0.45000005,-0.3000001,-0.55,-0.45000002,0.14000003,-0.65000004,-0.2,-0.40000013,-0.3,-0.3
-0.6,-0.6,-0.37999994,-0.5,-0.5,-0.5799999,-0.7600001,-0.23999995,-0.8000001,-0.5,-0.5,-0.70000005,-0.5,-0.42,-0.09999997,-0.6,-0.70000005,-0.70000005,-0.5,-0.42
-0.27999994,-0.6,-0.09999996,-0.6,-0.4,-0.39999986,-0.27999988,-0.37999994,-0.62,-0.6,-0.6,-0.2599999,-0.32,-0.6,-0.27999994,-0.9000001,-0.4999999,-0.27999988,0.30000004,-0.6
-0.29999995,-0.59999996,0.12000002,-0.29999995,-0.62,-0.4599999,-0.2999999,-0.58,-0.64000005,-0.5799999,-0.27999994,-0.54,-0.19999996,-0.32,0.22000006,-0.7000001,-0.33999988,-0.54,-0.07999996,-0.42
-0.35000002,-0.45000005,-0.15000004,-0.32,-0.19,-0.60000014,-0.5,-0.51,-0.60000014,-0.35,-0.35000002,-0.19999997,-0.36,-0.42000002,-0.3,-0.5500001,-0.39999998,-0.39999998,0.050000004,-0.12
-0.4,-0.6,-0.4,-0.4,-0.3,-0.8000001,-0.70000005,-0.64000005,-0.70000005,-0.70000005,-0.6,-0.9000001,-0.4,-0.4,-0.23999998,-0.70000005,-0.8000001,-0.6,-0.2,-0.3
-0.6,-0.6,-0.5,-0.4,-0.2,-0.5,-0.4,-0.54,-0.5,-0.6,-0.6,-0.5,-0.4,-0.2,-0.52,-0.6,-0.6,-0.6,-0.2,-0.4
-0.4,-0.3,-0.4,-0.3,-0.3,-0.70000005,-0.8000001,-0.42,-0.4,-0.4,-0.4,-0.4,-0.2,-0.5,-0.23999998,-0.3,-0.6,-0.8000001,-0.4,-0.5
-0.5,-0.5,-0.4,-0.5,-0.4,-0.9000001,-0.8000001,-0.39,-0.4,-0.4,-0.6,-0.6,-0.5,-0.5,-0.48,-0.5,-0.8000001,-0.70000005,-0.2,-0.2
-0.3,-0.4,-0.060000002,-0.4,-0.4,-0.56000006,-0.42000002,-0.23999998,-0.5,-0.5,-0.5,-0.6,-0.4,-0.34,-0.19999999,-0.4,-0.6,-0.4,-0.3,-0.34
-0.5,-0.5,-0.5,-0.3,-0.2,-0.8000001,-0.5,-0.32,-0.4,-0.3,-0.5,-0.6,-0.5,-0.4,-0.38,-0.4,-0.4,-0.4,-0.2,-0.3
-0.6,-0.5,-0.17999995,-0.4,-0.4,-0.58000004,-0.66000015,-0.11999995,-0.70000005,-0.4,-0.5,-0.70000005,-0.4,-0.32,-0.29999992,-0.4,-0.70000005,-0.6,-0.4,-0.22
-0.3,-0.3,-0.4,-0.5,-0.4,-0.5,-0.5,-0.54,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.38,-0.5,-0.4,-0.5,-0.5,-0.5
-0.70000005,-0.6,-0.6,-0.8000001,-0.4,-0.45000002,-0.5500001,-0.78000003,-0.8000001,-0.70000005,-0.6,-0.56000006,-0.5,-0.3,-0.70000005,-0.70000005,-0.59000003,-0.46000004,-0.3,-0.3
-0.3,-0.4,-0.3,-0.5,-0.3,-0.70000005,-0.70000005,-0.42,-0.6,-0.5,-0.4,-0.70000005,-0.3,-0.4,-0.48000002,-0.5,-0.70000005,-0.70000005,-0.2,-0.4
-0.32000002,-0.70000005,-0.25000003,-0.6,-0.3,-0.8500002,-0.45000005,-0.51,-0.63000005,-0.4,-0.5,-0.39000002,-0.23000002,-0.5,-0.050000004,-0.6,-0.45000005,-0.35000002,-0.15000004,-0.4
-0.31999996,-0.31999996,-0.20000003,-0.58,-0.26000002,-0.49999997,-0.6000001,-0.47999996,-0.54,-0.56,-0.45999998,-0.39999995,-0.26000002,-0.48,-0.3,-0.50000006,-0.49999997,-0.39999995,-0.2,-0.56
-0.5,-0.5,-0.70000005,-0.5,-0.4,-0.70000005,-0.4,-0.62,-0.6,-0.5,-0.6,-0.6,-0.4,-0.6,-0.26000002,-0.5,-0.5,-0.6,-0.5,-0.5
-0.5,-0.4,-0.3,-0.5,-0.4,-0.8000001,-0.70000005,-0.42,-0.6,-0.70000005,-0.5,-0.5,-0.4,-0.5,-0.23999998,-0.5,-0.6,-0.5,-0.2,-0.3
-0.5,-0.6,-0.2,-0.6,-0.6,-0.54999995,-0.6500001,-0.76000005,-0.6,-0.70000005,-0.4,-0.68000007,-0.5,-0.5,-0.5,-0.70000005,-0.67,-0.58000004,0.0,-0.6
